PSGC,GEOLEVEL,LGUNAME
0701229007,BGY,Buenavista
0701229008,BGY,Bugho
0701229009,BGY,Cabadiangan
0701229010,BGY,Calunasan Norte
0701229011,BGY,Calunasan Sur
0701229012,BGY,Camayaan
0701229013,BGY,Cambance
0701229014,BGY,Candabong
0701229015,BGY,Candasag
0701229016,BGY,Canlasid
0701229017,BGY,Gon-ob
0701229018,BGY,Gotozon
0701229019,BGY,Jimilian
0701229020,BGY,Oy
0701229021,BGY,Poblacion Sawang
0701229022,BGY,Poblacion Ondol
0701229023,BGY,Quinoguitan
0701229024,BGY,Taytay
0701229025,BGY,Tigbao
0701229026,BGY,Ugpong
0701229027,BGY,Valladolid
0701229028,BGY,Villaflor
0701230000,MUN,Loon
0701230001,BGY,Agsoso
0701230002,BGY,Badbad Occidental
0701230003,BGY,Badbad Oriental
0701230004,BGY,Bagacay Katipunan
0701230005,BGY,Bagacay Kawayan
0701230006,BGY,Bagacay Saong
0701230007,BGY,Bahi
0701230008,BGY,Basac
0701230009,BGY,Basdacu
0701230010,BGY,Basdio
0701230011,BGY,Biasong
0701230012,BGY,Bongco
0701230013,BGY,Bugho
0701230014,BGY,Cabacongan
0701230015,BGY,Cabadug
0701230016,BGY,Cabug
0701230017,BGY,Calayugan Norte
0701230018,BGY,Calayugan Sur
0701230019,BGY,Canmaag
0701230020,BGY,Cambaquiz
0701230021,BGY,Campatud
0701230022,BGY,Candaigan
0701230023,BGY,Canhangdon Occidental
0701230024,BGY,Canhangdon Oriental
0701230025,BGY,Canigaan
0701230026,BGY,Canmanoc
0701230027,BGY,Cansuagwit
0701230028,BGY,Cansubayon
0701230029,BGY,Catagbacan Handig
0701230030,BGY,Catagbacan Norte
0701230031,BGY,Catagbacan Sur
0701230032,BGY,Cantam-is Bago
0701230033,BGY,Cantaongon
0701230034,BGY,Cantumocad
0701230035,BGY,Cantam-is Baslay
0701230036,BGY,Cogon Norte
0701230037,BGY,Cogon Sur
0701230038,BGY,Cuasi
0701230039,BGY,Genomoan
0701230040,BGY,Lintuan
0701230041,BGY,Looc
0701230042,BGY,Mocpoc Norte
0701230043,BGY,Mocpoc Sur
0701230044,BGY,Nagtuang
0701230045,BGY,Napo
0701230046,BGY,Nueva Vida
0701230047,BGY,Panangquilon
0701230048,BGY,Pantudlan
0701230049,BGY,Pig-ot
0701230050,BGY,Moto Norte
0701230051,BGY,Moto Sur
0701230052,BGY,Pondol
0701230053,BGY,Quinobcoban
0701230054,BGY,Sondol
0701230055,BGY,Song-on
0701230056,BGY,Talisay
0701230057,BGY,Tan-awan
0701230058,BGY,Tangnan
0701230059,BGY,Taytay
0701230060,BGY,Ticugan
0701230061,BGY,Tiwi
0701230062,BGY,Tontonan
0701230063,BGY,Tubodacu
0701230064,BGY,Tubodio
0701230065,BGY,Tubuan
0701230066,BGY,Ubayon
0701230067,BGY,Ubojan
0701231000,MUN,Mabini
0701231001,BGY,Abaca
0701231002,BGY,Abad Santos
0701231003,BGY,Aguipo
0701231004,BGY,Concepcion
0701231005,BGY,Baybayon
0701231006,BGY,Bulawan
0701231007,BGY,Cabidian
0701231009,BGY,Cawayanan
0701231010,BGY,Del Mar
0701231011,BGY,Lungsoda-an
0701231012,BGY,Marcelo
0701231013,BGY,Minol
0701231014,BGY,Paraiso
0701231015,BGY,Poblacion I
0701231016,BGY,Poblacion II
0701231017,BGY,San Isidro
0701231018,BGY,San Jose
0701231019,BGY,San Rafael
0701231020,BGY,San Roque
0701231021,BGY,Tambo
0701231022,BGY,Tangkigan
0701231023,BGY,Valaga
0701232000,MUN,Maribojoc
0701232001,BGY,San Roque
0701232002,BGY,Agahay
0701232003,BGY,Aliguay
0701232004,BGY,Anislag
0701232005,BGY,Bayacabac
0701232006,BGY,Bood
0701232007,BGY,Busao
0701232008,BGY,Cabawan
0701232009,BGY,Candavid
0701232010,BGY,Dipatlong
0701232011,BGY,Guiwanon
0701232012,BGY,Jandig
0701232013,BGY,Lagtangon
0701232014,BGY,Lincod
0701232015,BGY,Pagnitoan
0701232016,BGY,Poblacion
0701232017,BGY,Punsod
0701232018,BGY,Punta Cruz
0701232019,BGY,San Isidro
0701232020,BGY,San Vicente
0701232021,BGY,Tinibgan
0701232022,BGY,Toril
0701233000,MUN,Panglao
0701233001,BGY,Bil-isan
0701233002,BGY,Bolod
0701233003,BGY,Danao
0701233004,BGY,Doljo
0701233005,BGY,Libaong
0701233006,BGY,Looc
0701233007,BGY,Lourdes
0701233008,BGY,Poblacion
0701233009,BGY,Tangnan
0701233010,BGY,Tawala
0701234000,MUN,Pilar
0701234001,BGY,Aurora
0701234002,BGY,Bagacay
0701234003,BGY,Bagumbayan
0701234004,BGY,Bayong
0701234005,BGY,Buenasuerte
0701234006,BGY,Cagawasan
0701234007,BGY,Cansungay
0701234008,BGY,Catagda-an
0701234009,BGY,Del Pilar
0701234010,BGY,Estaca
0701234011,BGY,Ilaud
0701234012,BGY,Inaghuban
0701234013,BGY,La Suerte
0701234014,BGY,Lumbay
0701234015,BGY,Lundag
0701234016,BGY,Pamacsalan
0701234017,BGY,Poblacion
0701234018,BGY,Rizal
0701234019,BGY,San Carlos
0701234020,BGY,San Isidro
0701234021,BGY,San Vicente
0701235000,MUN,President Carlos P. Garcia
0701235001,BGY,Aguining
0701235003,BGY,Basiao
0701235004,BGY,Baud
0701235005,BGY,Bayog
0701235006,BGY,Bogo
0701235007,BGY,Bonbonon
0701235008,BGY,Canmangao
0701235009,BGY,Campamanog
0701235010,BGY,Gaus
0701235011,BGY,Kabangkalan
0701235012,BGY,Lapinig
0701235013,BGY,Lipata
0701235014,BGY,Poblacion
0701235015,BGY,Popoo
0701235016,BGY,Saguise
0701235017,BGY,San Jose
0701235018,BGY,Santo Rosario
0701235019,BGY,Tilmobo
0701235020,BGY,Tugas
0701235021,BGY,Tugnao
0701235022,BGY,Villa Milagrosa
0701235023,BGY,Butan
0701235024,BGY,San Vicente
0701236000,MUN,Sagbayan
0701236001,BGY,Calangahan
0701236002,BGY,Canmano
0701236003,BGY,Canmaya Centro
0701236004,BGY,Canmaya Diot
0701236005,BGY,Dagnawan
0701236006,BGY,Kabasacan
0701236007,BGY,Kagawasan
0701236008,BGY,Katipunan
0701236009,BGY,Langtad
0701236010,BGY,Libertad Norte
0701236011,BGY,Libertad Sur
0701236012,BGY,Mantalongon
0701236013,BGY,Poblacion
0701236014,BGY,Sagbayan Sur
0701236015,BGY,San Agustin
0701236016,BGY,San Antonio
0701236017,BGY,San Isidro
0701236018,BGY,San Ramon
0701236019,BGY,San Roque
0701236020,BGY,San Vicente Norte
0701236021,BGY,San Vicente Sur
0701236022,BGY,Santa Catalina
0701236023,BGY,Santa Cruz
0701236024,BGY,Ubojan
0701237000,MUN,San Isidro
0701237002,BGY,Abehilan
0701237003,BGY,Baunos
0701237005,BGY,Cabanugan
0701237006,BGY,Caimbang
0701237007,BGY,Cambansag
0701237008,BGY,Candungao
0701237009,BGY,Cansague Norte
0701237010,BGY,Cansague Sur
0701237011,BGY,Causwagan Sur
0701237012,BGY,Masonoy
0701237013,BGY,Poblacion
0701237014,BGY,Baryong Daan
0701238000,MUN,San Miguel
0701238001,BGY,Bayongan
0701238003,BGY,Bugang
0701238004,BGY,Cabangahan
0701238005,BGY,Kagawasan
0701238006,BGY,Camanaga
0701238007,BGY,Cambangay Norte
0701238008,BGY,Capayas
0701238009,BGY,Corazon
0701238010,BGY,Garcia
0701238011,BGY,Hagbuyo
0701238012,BGY,Caluasan
0701238013,BGY,Mahayag
0701238014,BGY,Poblacion
0701238015,BGY,San Isidro
0701238016,BGY,San Jose
0701238017,BGY,San Vicente
0701238018,BGY,Santo Ni o
0701238019,BGY,Tomoc
0701239000,MUN,Sevilla
0701239001,BGY,Bayawahan
0701239002,BGY,Cabancalan
0701239003,BGY,Calinga-an
0701239004,BGY,Calinginan Norte
0701239005,BGY,Calinginan Sur
0701239006,BGY,Cambagui
0701239008,BGY,Ewon
0701239009,BGY,Guinob-an
0701239010,BGY,Lagtangan
0701239011,BGY,Licolico
0701239012,BGY,Lobgob
0701239013,BGY,Magsaysay
0701239014,BGY,Poblacion
0701240000,MUN,Sierra Bullones
0701240001,BGY,Abachanan
0701240002,BGY,Anibongan
0701240003,BGY,Bugsoc
0701240004,BGY,Canlangit
0701240005,BGY,Canta-ub
0701240006,BGY,Casilay
0701240007,BGY,Danicop
0701240008,BGY,Dusita
0701240009,BGY,Cahayag
0701240010,BGY,La Union
0701240011,BGY,Lataban
0701240012,BGY,Magsaysay
0701240013,BGY,Matin-ao
0701240014,BGY,Man-od
0701240015,BGY,Poblacion
0701240016,BGY,Salvador
0701240017,BGY,San Agustin
0701240018,BGY,San Isidro
0701240019,BGY,San Jose
0701240020,BGY,San Juan
0701240021,BGY,Santa Cruz
0701240022,BGY,Villa Garcia
0701241000,MUN,Sikatuna
0701241001,BGY,Abucay Norte
0701241002,BGY,Abucay Sur
0701241003,BGY,Badiang
0701241004,BGY,Bahaybahay
0701241005,BGY,Cambuac Norte
0701241006,BGY,Cambuac Sur
0701241007,BGY,Canagong
0701241008,BGY,Libjo
0701241009,BGY,Poblacion I
0701241010,BGY,Poblacion II
0701242000,CITY,City of Tagbilaran
0701242001,BGY,Bool
0701242002,BGY,Booy
0701242003,BGY,Cabawan
0701242004,BGY,Cogon
0701242005,BGY,Dao
0701242006,BGY,Dampas
0701242008,BGY,Manga
0701242009,BGY,Mansasa
0701242010,BGY,Poblacion I
0701242011,BGY,Poblacion II
0701242012,BGY,Poblacion III
0701242013,BGY,San Isidro
0701242014,BGY,Taloto
0701242015,BGY,Tiptip
0701242016,BGY,Ubujan
0701243000,MUN,Talibon
0701243001,BGY,Bagacay
0701243002,BGY,Balintawak
0701243006,BGY,Burgos
0701243007,BGY,Busalian
0701243008,BGY,Calituban
0701243009,BGY,Cataban
0701243010,BGY,Guindacpan
0701243013,BGY,Magsaysay
0701243014,BGY,Mahanay
0701243017,BGY,Nocnocan
0701243021,BGY,Poblacion
0701243023,BGY,Rizal
0701243024,BGY,Sag
0701243026,BGY,San Agustin
0701243027,BGY,San Carlos
0701243028,BGY,San Francisco
0701243029,BGY,San Isidro
0701243030,BGY,San Jose
0701243031,BGY,San Pedro
0701243032,BGY,San Roque
0701243033,BGY,Santo Ni o
0701243034,BGY,Sikatuna
0701243035,BGY,Suba
0701243036,BGY,Tanghaligue
0701243038,BGY,Zamora
0701244000,MUN,Trinidad
0701244001,BGY,Banlasan
0701244002,BGY,Bongbong
0701244003,BGY,Catoogan
0701244004,BGY,Guinobatan
0701244005,BGY,Hinlayagan Ilaud
0701244006,BGY,Hinlayagan Ilaya
0701244007,BGY,Kauswagan
0701244008,BGY,Kinan-oan
0701244009,BGY,La Union
0701244010,BGY,La Victoria
0701244012,BGY,Mabuhay Cabigohan
0701244013,BGY,Mahagbu
0701244014,BGY,Manuel M. Roxas
0701244015,BGY,Poblacion
0701244016,BGY,San Isidro
0701244017,BGY,San Vicente
0701244018,BGY,Santo Tomas
0701244019,BGY,Soom
0701244020,BGY,Tagum Norte
0701244021,BGY,Tagum Sur
0701245000,MUN,Tubigon
0701245001,BGY,Bagongbanwa
0701245002,BGY,Bunacan
0701245003,BGY,Banlasan
0701245004,BGY,Batasan
0701245005,BGY,Bilangbilangan
0701245006,BGY,Bosongon
0701245007,BGY,Buenos Aires
0701245008,BGY,Cabulihan
0701245009,BGY,Cahayag
0701245010,BGY,Cawayanan
0701245011,BGY,Centro
0701245012,BGY,Genonocan
0701245013,BGY,Guiwanon
0701245014,BGY,Ilihan Norte
0701245015,BGY,Ilihan Sur
0701245016,BGY,Libertad
0701245017,BGY,Macaas
0701245018,BGY,Mocaboc Island
0701245019,BGY,Matabao
0701245020,BGY,Panadtaran
0701245021,BGY,Panaytayon
0701245022,BGY,Pandan
0701245023,BGY,Pangapasan
0701245024,BGY,Pinayagan Norte
0701245025,BGY,Pinayagan Sur
0701245026,BGY,Pooc Occidental
0701245027,BGY,Pooc Oriental
0701245028,BGY,Potohan
0701245029,BGY,Talenceras
0701245030,BGY,Tan-awan
0701245031,BGY,Tinangnan
0701245032,BGY,Ubay Island
0701245033,BGY,Ubojan
0701245034,BGY,Villanueva
0701246000,MUN,Ubay
0701246001,BGY,Achila
0701246002,BGY,Bay-ang
0701246004,BGY,Biabas
0701246005,BGY,Benliw
0701246007,BGY,Bongbong
0701246008,BGY,Bood
0701246009,BGY,Buenavista
0701246011,BGY,Cagting
0701246012,BGY,Camali-an
0701246013,BGY,Camambugan
0701246015,BGY,Casate
0701246016,BGY,Katarungan
0701246017,BGY,Cuya
0701246018,BGY,Fatima
0701246019,BGY,Gabi
0701246020,BGY,Governor Boyles
0701246021,BGY,Guintabo-an
0701246022,BGY,Hambabauran
0701246023,BGY,Humayhumay
0701246024,BGY,Ilihan
0701246025,BGY,Imelda
0701246026,BGY,Juagdan
0701246027,BGY,Calanggaman
0701246030,BGY,Los Angeles
0701246031,BGY,Lomangog
0701246032,BGY,Pag-asa
0701246033,BGY,Pangpang
0701246034,BGY,Poblacion
0701246037,BGY,San Francisco
0701246038,BGY,San Isidro
0701246040,BGY,San Pascual
0701246041,BGY,San Vicente
0701246043,BGY,Sentinila
0701246044,BGY,Sinandigan
0701246045,BGY,Tapal
0701246046,BGY,Tapon
0701246047,BGY,Tintinan
0701246048,BGY,Tipolo
0701246049,BGY,Tubog
0701246050,BGY,Tuboran
0701246052,BGY,Union
0701246054,BGY,Villa Teresita
0701246055,BGY,Bulilis
0701246056,BGY,California
0701247000,MUN,Valencia
0701247001,BGY,Adlawan
0701247002,BGY,Anas
0701247003,BGY,Anonang
0701247004,BGY,Anoyon
0701247005,BGY,Balingasao
0701247006,BGY,Botong
0701247007,BGY,Buyog
0701247008,BGY,Canduao Occidental
0701247009,BGY,Canduao Oriental
0701247010,BGY,Canlusong
0701247011,BGY,Canmanico
0701247012,BGY,Cansibao
0701247013,BGY,Catug-a
0701247014,BGY,Cutcutan
0701247015,BGY,Danao
0701247016,BGY,Genoveva
0701247017,BGY,Ginopolan
0701247018,BGY,La Victoria
0701247019,BGY,Lantang
0701247020,BGY,Limocon
0701247021,BGY,Loctob
0701247022,BGY,Magsaysay
0701247023,BGY,Marawis
0701247024,BGY,Maubo
0701247025,BGY,Nailo
0701247026,BGY,Omjon
0701247027,BGY,Pangi-an
0701247028,BGY,Poblacion Occidental
0701247029,BGY,Poblacion Oriental
0701247030,BGY,Simang
0701247031,BGY,Taug
0701247032,BGY,Tausion
0701247033,BGY,Taytay
0701247034,BGY,Ticum
0701247035,BGY,Banderahan
0701248000,MUN,Bien Unido
0701248001,BGY,Bilangbilangan Dako
0701248002,BGY,Bilangbilangan Diot
0701248003,BGY,Hingotanan East
0701248004,BGY,Hingotanan West
0701248005,BGY,Liberty
0701248006,BGY,Malingin
0701248007,BGY,Mandawa
0701248008,BGY,Maomawan
0701248009,BGY,Nueva Esperanza
0701248010,BGY,Nueva Estrella
0701248011,BGY,Pinamgo
0701248012,BGY,Poblacion
0701248013,BGY,Puerto San Pedro
0701248014,BGY,Sagasa
0701248015,BGY,Tuboran
0702200000,PROV,Cebu
0702201000,MUN,Alcantara
0702201001,BGY,Cabadiangan
0702201002,BGY,Cabil-isan
0702201003,BGY,Candabong
0702201004,BGY,Lawaan
0702201005,BGY,Manga
0702201006,BGY,Palanas
0702201007,BGY,Poblacion
0702201008,BGY,Polo
0702201009,BGY,Salagmaya
0702202000,MUN,Alcoy
0702202001,BGY,Atabay
0702202002,BGY,Daan-Lungsod
0702202003,BGY,Guiwang
0702202004,BGY,Nug-as
0702202005,BGY,Pasol
0702202006,BGY,Poblacion
0702202007,BGY,Pugalo
0702202008,BGY,San Agustin
0702203000,MUN,Alegria
0702203001,BGY,Compostela
0702203002,BGY,Guadalupe
0702203003,BGY,Legaspi
0702203004,BGY,Lepanto
0702203005,BGY,Madridejos
0702203006,BGY,Montpeller
0702203007,BGY,Poblacion
0702203008,BGY,Santa Filomena
0702203009,BGY,Valencia
0702204000,MUN,Aloguinsan
0702204001,BGY,Angilan
0702204002,BGY,Bojo
0702204003,BGY,Bonbon
0702204004,BGY,Esperanza
0702204005,BGY,Kandingan
0702204006,BGY,Kantabogon
0702204007,BGY,Kawasan
0702204008,BGY,Olango
0702204009,BGY,Poblacion
0702204010,BGY,Punay
0702204011,BGY,Rosario
0702204012,BGY,Saksak
0702204013,BGY,Tampa-an
0702204014,BGY,Toyokon
0702204015,BGY,Zaragosa
0702205000,MUN,Argao
0702205001,BGY,Alambijud
0702205002,BGY,Anajao
0702205003,BGY,Apo
0702205004,BGY,Balaas
0702205005,BGY,Balisong
0702205006,BGY,Binlod
0702205007,BGY,Bogo
0702205008,BGY,Butong
0702205009,BGY,Bug-ot
0702205010,BGY,Bulasa
0702205012,BGY,Calagasan
0702205013,BGY,Canbantug
0702205014,BGY,Canbanua
0702205015,BGY,Cansuje
0702205016,BGY,Capio-an
0702205017,BGY,Casay
0702205018,BGY,Catang
0702205019,BGY,Colawin
0702205020,BGY,Conalum
0702205021,BGY,Guiwanon
0702205022,BGY,Gutlang
0702205023,BGY,Jampang
0702205024,BGY,Jomgao
0702205025,BGY,Lamacan
0702205026,BGY,Langtad
0702205027,BGY,Langub
0702205028,BGY,Lapay
0702205029,BGY,Lengigon
0702205030,BGY,Linut-od
0702205031,BGY,Mabasa
0702205032,BGY,Mandilikit
0702205033,BGY,Mompeller
0702205034,BGY,Panadtaran
0702205035,BGY,Poblacion
0702205036,BGY,Sua
0702205037,BGY,Sumaguan
0702205038,BGY,Tabayag
0702205039,BGY,Talaga
0702205040,BGY,Talaytay
0702205041,BGY,Talo-ot
0702205042,BGY,Tiguib
0702205043,BGY,Tulang
0702205044,BGY,Tulic
0702205045,BGY,Ubaub
0702205046,BGY,Usmad
0702206000,MUN,Asturias
0702206001,BGY,Agbanga
0702206002,BGY,Agtugop
0702206003,BGY,Bago
0702206004,BGY,Bairan
0702206005,BGY,Banban
0702206006,BGY,Baye
0702206007,BGY,Bog-o
0702206009,BGY,Kaluangan
0702206010,BGY,Lanao
0702206011,BGY,Langub
0702206012,BGY,Looc Norte
0702206013,BGY,Lunas
0702206014,BGY,Magcalape
0702206015,BGY,Manguiao
0702206016,BGY,New Bago
0702206017,BGY,Owak
0702206018,BGY,Poblacion
0702206019,BGY,Saksak
0702206020,BGY,San Isidro
0702206021,BGY,San Roque
0702206022,BGY,Santa Lucia
0702206023,BGY,Santa Rita
0702206024,BGY,Tag-amakan
0702206025,BGY,Tagbubonga
0702206026,BGY,Tubigagmanok
0702206027,BGY,Tubod
0702206028,BGY,Ubogon
0702207000,MUN,Badian
0702207001,BGY,Alawijao
0702207002,BGY,Balhaan
0702207003,BGY,Banhigan
0702207004,BGY,Basak
0702207005,BGY,Basiao
0702207006,BGY,Bato
0702207007,BGY,Bugas
0702207008,BGY,Calangcang
0702207009,BGY,Candiis
0702207011,BGY,Dagatan
0702207012,BGY,Dobdob
0702207013,BGY,Ginablan
0702207014,BGY,Lambug
0702207015,BGY,Malabago
0702207016,BGY,Malhiao
0702207017,BGY,Manduyong
0702207018,BGY,Matutinao
0702207019,BGY,Patong
0702207020,BGY,Poblacion
0702207021,BGY,Sanlagan
0702207022,BGY,Santicon
0702207023,BGY,Sohoton
0702207024,BGY,Sulsugan
0702207025,BGY,Talayong
0702207026,BGY,Taytay
0702207027,BGY,Tigbao
0702207028,BGY,Tiguib
0702207029,BGY,Tubod
0702207030,BGY,Zaragosa
0702208000,MUN,Balamban
0702208001,BGY,Abucayan
0702208002,BGY,Aliwanay
0702208003,BGY,Arpili
0702208004,BGY,Bayong
0702208005,BGY,Biasong
0702208006,BGY,Buanoy
0702208007,BGY,Cabagdalan
0702208008,BGY,Cabasiangan
0702208009,BGY,Cambuhawe
0702208010,BGY,Cansomoroy
0702208011,BGY,Cantibas
0702208012,BGY,Cantuod
0702208013,BGY,Duangan
0702208014,BGY,Gaas
0702208015,BGY,Ginatilan
0702208016,BGY,Hingatmonan
0702208017,BGY,Lamesa
0702208018,BGY,Liki
0702208019,BGY,Luca
0702208020,BGY,Matun-og
0702208021,BGY,Nangka
0702208022,BGY,Pondol
0702208023,BGY,Prenza
0702208024,BGY,Singsing
0702208025,BGY,Sunog
0702208026,BGY,Vito
0702208027,BGY,Baliwagan
0702208028,BGY,Santa Cruz-Santo Ni o
0702209000,MUN,Bantayan
0702209001,BGY,Atop-atop
0702209002,BGY,Baigad
0702209003,BGY,Baod
0702209004,BGY,Binaobao
0702209005,BGY,Botigues
0702209006,BGY,Kabac
0702209007,BGY,Doong
0702209008,BGY,Hilotongan
0702209009,BGY,Guiwanon
0702209010,BGY,Kabangbang
0702209011,BGY,Kampingganon
0702209012,BGY,Kangkaibe
0702209013,BGY,Lipayran
0702209014,BGY,Luyongbaybay
0702209016,BGY,Mojon
0702209017,BGY,Obo-ob
0702209018,BGY,Patao
0702209019,BGY,Putian
0702209020,BGY,Sillon
0702209021,BGY,Sungko
0702209022,BGY,Suba
0702209023,BGY,Sulangan
0702209024,BGY,Tamiao
0702209025,BGY,Bantigue
0702209026,BGY,Ticad
0702210000,MUN,Barili
0702210001,BGY,Azucena
0702210002,BGY,Bagakay
0702210003,BGY,Balao
0702210004,BGY,Bolocboloc
0702210005,BGY,Budbud
0702210006,BGY,Bugtong Kawayan
0702210007,BGY,Cabcaban
0702210008,BGY,Campangga
0702210009,BGY,Dakit
0702210010,BGY,Giloctog
0702210011,BGY,Guibuangan
0702210012,BGY,Giwanon
0702210013,BGY,Gunting
0702210014,BGY,Hilasgasan
0702210015,BGY,Japitan
0702210016,BGY,Cagay
0702210017,BGY,Kalubihan
0702210018,BGY,Kangdampas
0702210020,BGY,Candugay
0702210021,BGY,Luhod
0702210022,BGY,Lupo
0702210023,BGY,Luyo
0702210024,BGY,Maghanoy
0702210025,BGY,Maigang
0702210026,BGY,Malolos
0702210027,BGY,Mantalongon
0702210028,BGY,Mantayupan
0702210029,BGY,Mayana
0702210030,BGY,Minolos
0702210031,BGY,Nabunturan
0702210032,BGY,Nasipit
0702210034,BGY,Pancil
0702210035,BGY,Pangpang
0702210036,BGY,Paril
0702210037,BGY,Patupat
0702210038,BGY,Poblacion
0702210039,BGY,San Rafael
0702210040,BGY,Santa Ana
0702210041,BGY,Sayaw
0702210042,BGY,Tal-ot
0702210043,BGY,Tubod
0702210044,BGY,Vito
0702211000,CITY,City of Bogo
0702211001,BGY,Cogon
0702211002,BGY,Anonang Norte
0702211003,BGY,Anonang Sur
0702211004,BGY,Banban
0702211005,BGY,Binabag
0702211006,BGY,Bungtod
0702211007,BGY,Carbon
0702211008,BGY,Cayang
0702211009,BGY,Dakit
0702211010,BGY,Don Pedro Rodriguez
0702211011,BGY,Gairan
0702211012,BGY,Guadalupe
0702211013,BGY,La Paz
0702211014,BGY,La Purisima Concepcion
0702211015,BGY,Libertad
0702211016,BGY,Lourdes
0702211017,BGY,Malingin
0702211018,BGY,Marangog
0702211019,BGY,Nailon
0702211020,BGY,Odlot
0702211021,BGY,Pandan
0702211022,BGY,Polambato
0702211023,BGY,Sambag
0702211024,BGY,San Vicente
0702211025,BGY,Santo Ni o
0702211026,BGY,Santo Rosario
0702211027,BGY,Siocon
0702211028,BGY,Taytayan
0702211029,BGY,Sudlonon
0702212000,MUN,Boljoon
0702212001,BGY,Baclayan
0702212002,BGY,El Pardo
0702212003,BGY,Granada
0702212004,BGY,Lower Becerril
0702212005,BGY,Poblacion
0702212006,BGY,San Antonio
0702212007,BGY,Upper Becerril
0702212008,BGY,Arbor
0702212009,BGY,Lunop
0702212010,BGY,Nangka
0702212011,BGY,South Granada
0702213000,MUN,Borbon
0702213001,BGY,Bagacay
0702213002,BGY,Bili
0702213003,BGY,Bingay
0702213004,BGY,Bongdo
0702213005,BGY,Bongdo Gua
0702213006,BGY,Bongoyan
0702213007,BGY,Cadaruhan
0702213008,BGY,Cajel
0702213009,BGY,Campusong
0702213010,BGY,Clavera
0702213011,BGY,Don Gregorio Antigua
0702213012,BGY,Laaw
0702213013,BGY,Lugo
0702213014,BGY,Managase
0702213015,BGY,Poblacion
0702213016,BGY,Sagay
0702213017,BGY,San Jose
0702213018,BGY,Tabunan
0702213019,BGY,Tagnucan
0702214000,CITY,City of Carcar
0702214001,BGY,Bolinawan
0702214002,BGY,Buenavista
0702214003,BGY,Calidngan
0702214004,BGY,Can-asujan
0702214005,BGY,Guadalupe
0702214006,BGY,Liburon
0702214007,BGY,Napo
0702214008,BGY,Ocana
0702214009,BGY,Perrelos
0702214010,BGY,Valencia
0702214011,BGY,Valladolid
0702214012,BGY,Poblacion I
0702214013,BGY,Poblacion II
0702214014,BGY,Poblacion III
0702214015,BGY,Tuyom
0702215000,MUN,Carmen
0702215001,BGY,Baring
0702215002,BGY,Cantipay
0702215003,BGY,Cantumog
0702215004,BGY,Cantukong
0702215005,BGY,Caurasan
0702215006,BGY,Corte
0702215007,BGY,Dawis Norte
0702215008,BGY,Dawis Sur
0702215009,BGY,Cogon East
0702215010,BGY,Hagnaya
0702215011,BGY,Ipil
0702215012,BGY,Lanipga
0702215013,BGY,Liboron
0702215014,BGY,Lower Natimao-an
0702215015,BGY,Luyang
0702215016,BGY,Poblacion
0702215017,BGY,Puente
0702215018,BGY,Sac-on
0702215019,BGY,Triumfo
0702215020,BGY,Upper Natimao-an
0702215021,BGY,Cogon West
0702216000,MUN,Catmon
0702216001,BGY,Agsuwao
0702216002,BGY,Amancion
0702216003,BGY,Anapog
0702216004,BGY,Bactas
0702216005,BGY,Bongyas
0702216006,BGY,Basak
0702216007,BGY,Binongkalan
0702216008,BGY,Cabungaan
0702216009,BGY,Cambangkaya
0702216010,BGY,Can-ibuang
0702216011,BGY,Catmondaan
0702216012,BGY,Duyan
0702216013,BGY,Ginabucan
0702216014,BGY,Macaas
0702216015,BGY,Panalipan
0702216016,BGY,Tabili
0702216017,BGY,Tinabyonan
0702216018,BGY,San Jose Pob.
0702216019,BGY,Corazon
0702216020,BGY,Flores
0702218000,MUN,Compostela
0702218001,BGY,Bagalnga
0702218002,BGY,Basak
0702218003,BGY,Buluang
0702218004,BGY,Cabadiangan
0702218005,BGY,Cambayog
0702218006,BGY,Canamucan
0702218007,BGY,Cogon
0702218008,BGY,Dapdap
0702218009,BGY,Estaca
0702218010,BGY,Lupa
0702218011,BGY,Magay
0702218012,BGY,Mulao
0702218013,BGY,Panangban
0702218014,BGY,Poblacion
0702218015,BGY,Tag-ube
0702218016,BGY,Tamiao
0702218017,BGY,Tubigan
0702219000,MUN,Consolacion
0702219001,BGY,Cabangahan
0702219002,BGY,Cansaga
0702219003,BGY,Casili
0702219004,BGY,Danglag
0702219005,BGY,Garing
0702219006,BGY,Jugan
0702219007,BGY,Lamac
0702219008,BGY,Lanipga
0702219009,BGY,Nangka
0702219010,BGY,Panas
0702219011,BGY,Panoypoy
0702219012,BGY,Pitogo
0702219013,BGY,Poblacion Occidental
0702219014,BGY,Poblacion Oriental
0702219015,BGY,Polog
0702219016,BGY,Pulpogan
0702219017,BGY,Sacsac
0702219018,BGY,Tayud
0702219019,BGY,Tilhaong
0702219020,BGY,Tolotolo
0702219021,BGY,Tugbongan
0702220000,MUN,Cordova
0702220001,BGY,Alegria
0702220002,BGY,Bangbang
0702220003,BGY,Buagsong
0702220004,BGY,Catarman
0702220005,BGY,Cogon
0702220006,BGY,Dapitan
0702220007,BGY,Day-as
0702220008,BGY,Gabi
0702220009,BGY,Gilutongan
0702220010,BGY,Ibabao
0702220011,BGY,Pilipog
0702220012,BGY,Poblacion
0702220013,BGY,San Miguel
0702221000,MUN,Daanbantayan
0702221001,BGY,Aguho
0702221002,BGY,Bagay
0702221003,BGY,Bakhawan
0702221004,BGY,Bateria
